timestamp,open,high,low,close,volume,quote_volume
2026-02-17 18:00:00,1.4652,1.4896,1.4638,1.4836,4088713.6,6053784.52989
2026-02-17 19:00:00,1.4836,1.4894,1.4761,1.4855,3333576.3,4943249.86317
2026-02-17 20:00:00,1.4856,1.489,1.4751,1.4873,3075297.9,4558387.1514
2026-02-17 21:00:00,1.4873,1.4935,1.4797,1.4839,2274815.1,3382028.44067
2026-02-17 22:00:00,1.4838,1.4848,1.4729,1.4745,1600363.6,2366704.65772
2026-02-17 23:00:00,1.4744,1.4776,1.4708,1.4743,1613558.7,2379068.36221
2026-02-18 00:00:00,1.4742,1.4794,1.469,1.4696,2885978.1,4255485.8617
2026-02-18 01:00:00,1.4696,1.471,1.4635,1.4669,4358509.1,6395889.44351
2026-02-18 02:00:00,1.4668,1.4767,1.4664,1.4753,2328758.8,3424882.71476
2026-02-18 03:00:00,1.4754,1.4834,1.4742,1.4791,1927625.7,2852395.58092
2026-02-18 04:00:00,1.4792,1.485,1.4763,1.4808,2149213.8,3183261.87305
2026-02-18 05:00:00,1.4808,1.4877,1.4755,1.4759,2181665.3,3233500.55181
2026-02-18 06:00:00,1.476,1.4841,1.4756,1.4801,1521358.1,2252900.14656
2026-02-18 07:00:00,1.4802,1.4888,1.4768,1.4869,1530443.2,2269868.62536
2026-02-18 08:00:00,1.4868,1.4943,1.4856,1.4894,3720985.8,5544017.70062
2026-02-18 09:00:00,1.4894,1.4925,1.485,1.4881,1687706.2,2512071.29432
2026-02-18 10:00:00,1.488,1.4903,1.4765,1.4784,3534697.2,5245037.66103
2026-02-18 11:00:00,1.4784,1.4786,1.4638,1.4665,4193779.1,6166715.06224
2026-02-18 12:00:00,1.4664,1.4716,1.4588,1.4649,2813730.9,4124688.72545
2026-02-18 13:00:00,1.465,1.472,1.4609,1.4692,4106450.5,6024110.37148
2026-02-18 14:00:00,1.4693,1.4712,1.4521,1.4654,4339163.6,6343980.35778
2026-02-18 15:00:00,1.4654,1.4891,1.464,1.4765,5503133.1,8125196.64964
2026-02-18 16:00:00,1.4765,1.4773,1.4571,1.4597,4196299.6,6136170.64714
2026-02-18 17:00:00,1.4598,1.4717,1.4545,1.4566,2659733.3,3887133.83442
2026-02-18 18:00:00,1.4567,1.4588,1.4401,1.4411,4972265.3,7199542.43941
2026-02-18 19:00:00,1.4411,1.4456,1.4195,1.423,10788366.4,15432216.83141
2026-02-18 20:00:00,1.4231,1.4333,1.4207,1.4219,5239623.8,7470806.60099
2026-02-18 21:00:00,1.422,1.4291,1.4173,1.4202,3094789.2,4401438.0429
2026-02-18 22:00:00,1.4202,1.4244,1.4153,1.4206,3028503.5,4301244.51512
2026-02-18 23:00:00,1.4206,1.423,1.4102,1.4219,3069074.3,4345985.79208
2026-02-19 00:00:00,1.422,1.4244,1.4149,1.4174,2308217.5,3277834.94961
2026-02-19 01:00:00,1.4174,1.4269,1.4148,1.4268,2925007.4,4159134.30898
2026-02-19 02:00:00,1.4269,1.4299,1.42,1.4263,2018518.5,2876006.81299
2026-02-19 03:00:00,1.4264,1.4301,1.4225,1.4288,1457535.9,2079229.39697
2026-02-19 04:00:00,1.4288,1.4308,1.4165,1.4176,2630023.4,3744043.05203
2026-02-19 05:00:00,1.4176,1.4213,1.4051,1.4126,14263954.5,20145212.22305
2026-02-19 06:00:00,1.4125,1.4278,1.4119,1.4277,3578492.6,5086019.07593
2026-02-19 07:00:00,1.4277,1.4381,1.4222,1.4326,4856025.1,6952863.13333
2026-02-19 08:00:00,1.4325,1.4341,1.4145,1.4164,4894949.7,6961996.5361
2026-02-19 09:00:00,1.4165,1.4276,1.4141,1.4152,4132045.3,5866553.62269
2026-02-19 10:00:00,1.4152,1.4174,1.4077,1.4109,3374744.1,4768142.64761
2026-02-19 11:00:00,1.4109,1.417,1.4062,1.4093,3722492.5,5251392.1395
2026-02-19 12:00:00,1.4092,1.4146,1.4056,1.4078,2691852.6,3796956.12953
2026-02-19 13:00:00,1.4079,1.409,1.3867,1.3924,8795663.6,12293342.22204
2026-02-19 14:00:00,1.3924,1.4052,1.39,1.4008,10765524.2,15038058.1067
2026-02-19 15:00:00,1.4008,1.41,1.3863,1.3975,6977190.6,9747118.89253
2026-02-19 16:00:00,1.3975,1.3986,1.382,1.3922,7004406.9,9744000.30936
2026-02-19 17:00:00,1.3922,1.4131,1.391,1.3961,6241199.6,8758032.47149
2026-02-19 18:00:00,1.396,1.4138,1.3943,1.4133,3440106.0,4842042.23932
2026-02-19 19:00:00,1.4133,1.4186,1.4042,1.4123,2385220.2,3363912.78902
2026-02-19 20:00:00,1.4122,1.4148,1.4047,1.4114,2525075.6,3559088.38001
2026-02-19 21:00:00,1.4114,1.4131,1.4074,1.4082,1840178.6,2595416.54243
2026-02-19 22:00:00,1.4081,1.4107,1.3953,1.4009,3237813.4,4541045.39943
2026-02-19 23:00:00,1.4009,1.4097,1.4,1.4068,2193439.3,3081768.88153
2026-02-20 00:00:00,1.4068,1.4217,1.4054,1.4168,3064542.8,4340507.65943
2026-02-20 01:00:00,1.4169,1.4256,1.4156,1.4254,4344033.9,6177597.83761
2026-02-20 02:00:00,1.4254,1.4293,1.4177,1.4178,2677334.6,3810470.28591
2026-02-20 03:00:00,1.4177,1.421,1.4115,1.4128,3585264.5,5078836.74743
2026-02-20 04:00:00,1.4129,1.4136,1.4004,1.4106,3409905.8,4800218.42938
2026-02-20 05:00:00,1.4106,1.4244,1.4048,1.4187,5187821.1,7348235.19523
2026-02-20 06:00:00,1.4188,1.4216,1.4132,1.4205,3279779.7,4652374.2517
2026-02-20 07:00:00,1.4204,1.4237,1.4164,1.4195,2185683.9,3104406.25042
2026-02-20 08:00:00,1.4195,1.4226,1.4138,1.4187,2750706.9,3899270.29876
2026-02-20 09:00:00,1.4187,1.4289,1.4183,1.423,4820114.6,6864680.77485
2026-02-20 10:00:00,1.4229,1.4279,1.4201,1.4212,3301219.3,4701570.7173
2026-02-20 11:00:00,1.4212,1.4225,1.403,1.4057,3925934.4,5546160.4716
2026-02-20 12:00:00,1.4057,1.4092,1.403,1.4051,4179113.6,5878669.03703
2026-02-20 13:00:00,1.4051,1.4052,1.3775,1.3841,12358408.7,17170326.19631
2026-02-20 14:00:00,1.384,1.4075,1.3837,1.3998,5480086.2,7652492.90661
2026-02-20 15:00:00,1.3999,1.4305,1.3999,1.429,15699578.6,22276726.67478
2026-02-20 16:00:00,1.4289,1.4388,1.4235,1.4328,10942377.1,15664794.45212
2026-02-20 17:00:00,1.4327,1.4327,1.4079,1.4297,8552614.4,12141804.86979
2026-02-20 18:00:00,1.4298,1.4389,1.4233,1.4328,8283243.3,11851983.11312
2026-02-20 19:00:00,1.4329,1.435,1.4213,1.4238,4024353.7,5744674.29703
2026-02-20 20:00:00,1.4238,1.4298,1.4147,1.42,3545766.5,5041625.25785
2026-02-20 21:00:00,1.4199,1.4257,1.418,1.4221,2800950.1,3979770.46594
2026-02-20 22:00:00,1.422,1.4303,1.4178,1.4301,3534211.0,5034674.73017
2026-02-20 23:00:00,1.43,1.4317,1.424,1.4292,1776659.7,2537547.08232
2026-02-21 00:00:00,1.4292,1.4297,1.4198,1.4227,1857121.3,2644292.56328
2026-02-21 01:00:00,1.4228,1.433,1.4227,1.431,2428984.0,3469057.71087
2026-02-21 02:00:00,1.431,1.4337,1.4287,1.4306,2030471.7,2906567.76494
2026-02-21 03:00:00,1.4307,1.4309,1.4237,1.4259,1953384.9,2787057.39233
2026-02-21 04:00:00,1.4259,1.4298,1.4245,1.4284,1028021.7,1466826.04811
2026-02-21 05:00:00,1.4285,1.4316,1.4269,1.428,895432.5,1279609.16859
2026-02-21 06:00:00,1.4281,1.4354,1.428,1.4295,1945661.2,2786464.27063
2026-02-21 07:00:00,1.4295,1.4328,1.428,1.4309,1228245.9,1757556.67761
2026-02-21 08:00:00,1.4309,1.4354,1.4275,1.4339,1893077.7,2708367.19796
2026-02-21 09:00:00,1.4339,1.4463,1.4332,1.4395,3739490.4,5387452.17629
2026-02-21 10:00:00,1.4394,1.4426,1.437,1.4398,1215405.4,1749995.98492
2026-02-21 11:00:00,1.4398,1.446,1.4386,1.4441,2505469.8,3613993.70109
2026-02-21 12:00:00,1.444,1.4455,1.4358,1.44,2503963.7,3603069.80822
2026-02-21 13:00:00,1.44,1.4483,1.437,1.4477,2544987.3,3667999.81638
2026-02-21 14:00:00,1.4477,1.4642,1.4448,1.4553,7060533.9,10276176.71522
2026-02-21 15:00:00,1.4553,1.4574,1.4467,1.4502,2768240.2,4022438.48608
2026-02-21 16:00:00,1.4503,1.452,1.4385,1.4417,3373745.1,4871383.20647
2026-02-21 17:00:00,1.4417,1.4431,1.4365,1.4422,1582000.3,2278445.1127
2026-02-21 18:00:00,1.4422,1.4499,1.4419,1.4481,2112071.9,3055314.89586
2026-02-21 19:00:00,1.4481,1.449,1.4424,1.4435,1709573.3,2470650.50473
2026-02-21 20:00:00,1.4436,1.4436,1.4349,1.4373,2318442.4,3337594.62265
2026-02-21 21:00:00,1.4374,1.442,1.4358,1.4413,1152211.4,1658220.51165
2026-02-21 22:00:00,1.4412,1.4433,1.4317,1.4325,1953333.1,2807771.43161
2026-02-21 23:00:00,1.4326,1.4357,1.43,1.4304,2198051.2,3149001.32206
2026-02-22 00:00:00,1.4303,1.4338,1.4243,1.4272,2692802.3,3847403.3273
2026-02-22 01:00:00,1.4272,1.4331,1.4272,1.4328,2094254.3,2995711.69982
2026-02-22 02:00:00,1.4329,1.4329,1.4224,1.424,1729243.4,2467568.38752
2026-02-22 03:00:00,1.4239,1.4275,1.4181,1.4238,1637855.4,2329742.90096
2026-02-22 04:00:00,1.4238,1.4259,1.4218,1.4227,1233131.3,1755907.53296
2026-02-22 05:00:00,1.4227,1.4229,1.4171,1.4208,1155471.1,1640734.08407
2026-02-22 06:00:00,1.4208,1.4247,1.4185,1.4234,1886126.3,2681623.10644
2026-02-22 07:00:00,1.4235,1.4239,1.4192,1.4212,1074371.2,1527130.44194
2026-02-22 08:00:00,1.4213,1.4236,1.4171,1.4179,1224904.8,1738766.05729
2026-02-22 09:00:00,1.4179,1.4225,1.4174,1.4207,705460.1,1001860.1375
2026-02-22 10:00:00,1.4206,1.4261,1.4195,1.4213,915377.9,1303037.88311
2026-02-22 11:00:00,1.4212,1.4249,1.4208,1.4236,1192185.9,1696692.41123
2026-02-22 12:00:00,1.4236,1.4238,1.4071,1.4091,6048751.6,8547537.81351
2026-02-22 13:00:00,1.4091,1.411,1.3977,1.4002,4246379.1,5959823.49228
2026-02-22 14:00:00,1.4003,1.4025,1.3944,1.3971,4624689.1,6462562.6883
2026-02-22 15:00:00,1.3971,1.3974,1.3859,1.3934,4610022.0,6417230.7286
2026-02-22 16:00:00,1.3934,1.395,1.3877,1.3926,2949983.6,4104639.27284
2026-02-22 17:00:00,1.3926,1.3927,1.3832,1.3882,3238909.0,4493662.4649
2026-02-22 18:00:00,1.3882,1.3918,1.3871,1.3903,1254655.0,1743594.17726
2026-02-22 19:00:00,1.3904,1.3908,1.3853,1.3867,1504347.0,2087732.12951
2026-02-22 20:00:00,1.3868,1.3868,1.38,1.3834,2957752.3,4091972.21467
2026-02-22 21:00:00,1.3834,1.3919,1.3834,1.3911,2571135.2,3570026.5088
2026-02-22 22:00:00,1.3912,1.4018,1.3891,1.4011,6471045.4,9027567.73211
2026-02-22 23:00:00,1.4011,1.4011,1.3879,1.3932,3147482.7,4386922.39042
2026-02-23 00:00:00,1.3932,1.3948,1.3639,1.3649,7967044.2,10969203.99573
2026-02-23 01:00:00,1.3649,1.3666,1.3301,1.3326,28398631.5,38199218.13717
2026-02-23 02:00:00,1.3326,1.3438,1.332,1.3424,6921970.9,9266961.70087
2026-02-23 03:00:00,1.3424,1.3527,1.3393,1.3414,5727388.1,7702837.36136
2026-02-23 04:00:00,1.3414,1.3421,1.336,1.339,6178743.7,8274222.35389
2026-02-23 05:00:00,1.339,1.3492,1.3388,1.3429,5695908.4,7656769.70359
2026-02-23 06:00:00,1.3429,1.3692,1.342,1.3681,7373519.1,10011693.90015
2026-02-23 07:00:00,1.3681,1.3781,1.3671,1.3714,6941681.2,9522112.50972
2026-02-23 08:00:00,1.3714,1.3732,1.3619,1.366,5415780.9,7401071.87385
2026-02-23 09:00:00,1.366,1.3963,1.3657,1.3914,8486200.1,11738668.05062
2026-02-23 10:00:00,1.3914,1.3974,1.3872,1.3924,11404993.1,15889324.52566
2026-02-23 11:00:00,1.3925,1.406,1.3917,1.3965,7764947.3,10855698.67599
2026-02-23 12:00:00,1.3965,1.4248,1.3953,1.4129,10475629.1,14779408.98578
