timestamp,open,high,low,close,volume,quote_volume
2026-02-28 19:00:00,65911.83,66666.65,65602.65,66362.01,1072.73124,71025218.8431786
2026-02-28 20:00:00,66362.01,67151.68,66190.61,66959.62,840.13263,56107117.2412369
2026-02-28 21:00:00,66959.63,67055.56,66368.42,66723.22,934.75984,62309093.5704764
2026-02-28 22:00:00,66723.23,67760.0,66608.82,67103.64,1310.09118,87950234.2035777
2026-02-28 23:00:00,67103.63,67210.0,66733.73,66973.26,483.13759,32355317.6860528
2026-03-01 00:00:00,66973.26,67121.8,66620.5,66791.29,560.35194,37472155.8090198
2026-03-01 01:00:00,66791.29,67703.32,66042.72,67339.36,1630.19028,108995343.8342873
2026-03-01 02:00:00,67339.36,68199.99,67339.36,67620.65,1861.8227,126344237.8842943
2026-03-01 03:00:00,67620.65,67813.33,67400.0,67502.16,637.99716,43121410.1606624
2026-03-01 04:00:00,67502.16,67612.14,67079.36,67346.5,631.60541,42519575.5040446
2026-03-01 05:00:00,67346.5,67574.65,67200.0,67292.09,437.89406,29525060.4947155
2026-03-01 06:00:00,67292.08,67345.8,66749.35,66926.68,1159.96329,77705015.278952
2026-03-01 07:00:00,66926.69,67235.72,66784.58,67141.39,937.93278,62919705.9290609
2026-03-01 08:00:00,67141.4,67292.3,66389.33,66560.14,1475.81311,98529048.3395499
2026-03-01 09:00:00,66560.14,66771.1,66246.95,66410.08,815.73368,54247848.6586604
2026-03-01 10:00:00,66410.09,66731.47,66215.71,66467.06,621.17753,41300697.7144149
2026-03-01 11:00:00,66467.07,66661.61,66372.27,66468.03,338.19615,22491257.9479955
2026-03-01 12:00:00,66468.04,66550.0,66241.97,66296.48,388.82935,25829283.0339094
2026-03-01 13:00:00,66296.48,67360.57,66132.27,66934.79,1311.02111,87608503.262535
2026-03-01 14:00:00,66934.8,67320.19,66752.58,66847.8,911.62631,61042094.2556565
2026-03-01 15:00:00,66847.8,67243.69,66828.6,66842.42,1028.55576,69002328.9113976
2026-03-01 16:00:00,66842.42,67112.37,65730.28,66135.45,1500.74296,99766384.5092212
2026-03-01 17:00:00,66135.45,66219.77,65699.98,65979.61,952.1973,62838531.0553748
2026-03-01 18:00:00,65979.61,66657.44,65979.61,66316.83,906.08265,60132822.6510922
2026-03-01 19:00:00,66316.84,66345.95,65772.29,65962.17,541.15631,35736876.9648154
2026-03-01 20:00:00,65962.16,65962.16,65084.02,65300.0,961.21349,62863578.4555896
2026-03-01 21:00:00,65300.01,65756.5,65281.83,65666.2,996.50526,65304755.1816099
