timestamp,open,high,low,close,volume,quote_volume
2026-02-17 18:00:00,1966.28,2007.02,1961.73,1998.69,25370.9819,50475151.629435
2026-02-17 19:00:00,1998.7,2015.33,1995.07,1998.14,23332.8204,46772264.78089
2026-02-17 20:00:00,1998.15,2001.5,1987.57,1994.71,14385.5431,28696242.318252
2026-02-17 21:00:00,1994.71,2002.79,1992.34,1999.74,6350.1913,12677073.985124
2026-02-17 22:00:00,1999.74,2004.0,1992.39,1993.92,6910.2358,13814833.136389
2026-02-17 23:00:00,1993.91,1998.19,1989.67,1991.66,11141.6459,22212446.787772
2026-02-18 00:00:00,1991.67,1997.89,1981.18,1981.54,10638.9469,21165455.390564
2026-02-18 01:00:00,1981.54,1984.18,1968.68,1978.07,16454.555,32513043.980404
2026-02-18 02:00:00,1978.08,1992.83,1977.57,1987.61,12379.751,24592204.43507
2026-02-18 03:00:00,1987.61,2000.56,1986.86,1997.07,9221.4102,18404254.24555
2026-02-18 04:00:00,1997.08,2002.78,1993.35,1999.15,10445.9513,20868459.086188
2026-02-18 05:00:00,1999.18,2002.91,1996.0,1996.49,5731.646,11458199.193925
2026-02-18 06:00:00,1996.5,2008.62,1995.56,2002.06,5869.8955,11759137.993682
2026-02-18 07:00:00,2002.06,2023.52,1996.71,2018.07,15598.0276,31366880.565758
2026-02-18 08:00:00,2018.06,2039.05,2017.17,2020.7,19799.3854,40113274.708547
2026-02-18 09:00:00,2020.69,2022.75,2015.82,2016.69,8508.1525,17183411.756713
2026-02-18 10:00:00,2016.69,2018.28,1995.55,1997.27,13627.4399,27307258.862986
2026-02-18 11:00:00,1997.27,1998.3,1976.57,1981.43,18516.9861,36750728.917264
2026-02-18 12:00:00,1981.44,1989.38,1971.66,1982.47,17377.6175,34420533.906961
2026-02-18 13:00:00,1982.48,1991.91,1961.56,1970.68,18828.9728,37205427.036032
2026-02-18 14:00:00,1970.67,1976.85,1954.3,1974.66,38349.6129,75457364.372763
2026-02-18 15:00:00,1974.65,2010.3,1973.58,1985.48,33886.8033,67489139.838633
2026-02-18 16:00:00,1985.48,1985.67,1965.0,1971.78,24137.2433,47613533.650478
2026-02-18 17:00:00,1971.78,1987.89,1970.81,1974.57,10635.9022,21028041.239319
2026-02-18 18:00:00,1974.58,1977.59,1949.21,1952.62,25111.7124,49225660.030647
2026-02-18 19:00:00,1952.62,1961.57,1923.78,1941.03,35636.1392,69150519.466704
2026-02-18 20:00:00,1941.04,1952.79,1935.82,1939.67,16433.1338,31943582.10816
2026-02-18 21:00:00,1939.68,1948.37,1935.94,1942.0,9781.7132,18993668.673084
2026-02-18 22:00:00,1941.96,1950.14,1939.92,1948.24,5923.7736,11518932.001147
2026-02-18 23:00:00,1948.24,1956.79,1944.62,1955.91,10744.237,20962919.138989
2026-02-19 00:00:00,1955.9,1961.22,1950.5,1956.54,5924.9446,11591555.928524
2026-02-19 01:00:00,1956.54,1974.73,1956.42,1967.01,9009.3842,17712643.730297
2026-02-19 02:00:00,1967.01,1973.0,1962.77,1968.06,6281.322,12361957.718698
